id;matchweek_id;datetime;stadium_id;club_id_home;club_id_away;goals_home;goals_away;goals_home_11m;goals_away_11m;goals_home_rated;goals_away_rated;rated_note;cancelled;note;published;rescheduled_from_fixture_id;rescheduled_by_club;reschedule_reason;reschedule_count
2599;378;2017-10-21 15:30:00;21;50;9;;;;;;;;0;;1;;;;0
2600;379;2017-11-06 19:30:00;20;8;4;;;;;;;;0;;1;;;;0
2601;379;2017-11-08 21:00:00;16;12;50;;;;;;;;0;;1;;;;0
2602;379;2017-11-08 21:00:00;4;9;44;;;;;;;;0;;1;;;;0
2603;379;2017-11-03 20:15:00;11;16;1;;;;;;;;0;;1;;;;0
2604;379;2017-11-03 20:30:00;18;47;2;;;;;;;;0;;1;;;;0
2605;379;2017-11-04 16:30:00;12;68;15;;;;;;;;0;;1;;;;0
2606;380;2017-11-13 19:30:00;20;8;2;;;;;;;;0;;1;;;;0
2607;380;2017-11-17 20:15:00;22;1;9;;;;;;;;0;;1;;;;0
2608;380;2017-11-17 20:15:00;5;44;12;;;;;;;;0;;1;;;;0
2609;380;2017-11-17 20:15:00;4;4;16;;;;;;;;0;;1;;;;0
2610;380;2017-11-17 20:30:00;12;15;50;;;;;;;;0;;1;;;;0
2611;380;2017-11-18 16:30:00;12;68;47;;;;;;;;0;;1;;;;0
2612;381;2017-11-24 00:00:00;;;;;;;;;;;0;;1;;;;0
