id;club_id;person_id;sign_on;sign_off;number;position_id;public;created_at;updated_at
794;69;794;2017-05-29;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
795;44;795;2015-09-23;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
796;68;796;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
797;70;797;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
798;47;798;2017-06-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
799;75;799;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
800;70;800;2017-09-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
801;76;801;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
802;63;802;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
803;76;803;2017-03-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
804;63;804;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
805;70;805;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
806;46;806;2015-09-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
807;72;807;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
808;72;808;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
809;63;809;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
810;67;810;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
811;72;811;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
812;16;812;2016-05-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
813;9;813;2014-04-15;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
814;53;814;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
815;69;815;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
816;68;816;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
817;9;817;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
818;8;818;2017-07-05;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
819;68;819;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
820;9;820;2017-05-10;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
821;72;821;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
822;75;822;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
823;44;823;2017-08-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
824;44;824;2015-09-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
825;76;825;2017-01-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
826;76;826;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
827;16;827;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
828;9;828;2017-01-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
829;4;829;2016-10-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
830;50;830;2014-02-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
831;53;831;2017-08-28;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
832;70;832;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
833;12;833;2014-03-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
834;16;834;2017-06-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
835;70;835;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
836;53;836;2017-06-12;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
837;16;837;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
838;73;838;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
839;15;839;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
840;15;840;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
841;74;841;2017-02-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
842;67;842;2016-01-27;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
843;68;843;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
844;44;844;2014-09-07;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
845;73;845;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
846;63;846;2016-09-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
847;9;847;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
848;4;848;2014-11-15;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
849;14;849;2099-01-01;9999-12-31;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
850;73;850;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
851;75;851;2017-01-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
852;44;852;2017-08-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
853;8;853;2015-10-20;2016-03-09;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
854;12;854;2017-08-03;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
855;73;855;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
856;9;856;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
857;16;857;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
858;15;858;2017-03-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
859;63;859;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
860;68;860;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
861;9;861;2014-09-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
862;4;862;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
863;9;863;2016-04-04;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
864;15;864;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
865;16;865;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
866;2;866;2016-05-08;2016-08-29;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
867;73;867;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
868;15;868;2016-02-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
869;16;869;2017-09-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
870;75;870;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
871;69;871;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
872;47;872;2017-10-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
873;14;873;2015-07-04;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
874;74;874;2017-02-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
875;4;875;2016-03-18;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
876;76;876;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
877;63;877;2016-11-04;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
878;1;878;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
879;15;879;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
880;46;880;2015-03-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
881;1;881;2015-08-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
882;1;882;2013-01-01;2017-03-16;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
883;72;883;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
884;67;884;2017-08-28;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
885;16;885;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
886;72;886;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
887;69;887;2016-03-13;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
888;68;888;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
889;15;889;2016-04-30;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
890;44;890;2014-03-28;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
891;8;891;2015-07-28;2016-03-09;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
892;16;892;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
893;4;893;2017-09-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
894;1;894;2015-03-11;2017-03-16;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
895;67;895;2016-09-19;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
896;53;896;2017-06-13;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
897;70;897;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
898;1;898;2017-03-14;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
899;1;899;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
900;2;900;2014-01-01;2016-04-19;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
901;53;901;2014-09-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
902;12;902;2017-05-03;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
903;2;903;2016-08-25;2016-11-04;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
904;69;904;2016-05-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
905;67;905;2017-06-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
906;44;906;2013-07-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
907;67;907;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
908;12;908;2016-02-11;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
909;53;909;2017-02-15;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
910;46;910;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
911;70;911;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
912;2;912;2017-03-31;2017-09-17;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
913;2;913;2017-03-31;2017-09-17;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
914;2;914;2015-09-16;2016-09-06;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
915;67;915;2016-04-12;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
916;16;916;2016-04-22;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
917;2;917;2017-03-29;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
918;4;918;2016-10-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
919;4;919;2017-05-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
920;69;920;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
921;1;921;2016-05-11;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
922;12;922;2017-08-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
923;72;923;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
924;68;924;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
925;63;925;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
926;4;926;2016-09-07;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
927;9;927;2015-09-23;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
928;68;928;2016-05-10;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
929;15;929;2012-11-19;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
930;53;930;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
931;53;931;2014-02-16;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
932;74;932;2017-04-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
933;53;933;2015-02-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
934;74;934;2017-09-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
935;4;935;2014-08-26;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
936;14;936;2015-10-27;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
937;46;937;2014-09-02;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
938;4;938;2014-11-15;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
939;15;939;2015-10-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
940;46;940;2014-02-13;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
941;2;941;2017-06-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
942;76;942;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
943;53;943;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
944;15;944;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
945;1;945;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
946;44;946;2015-10-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
947;68;947;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
948;1;948;2015-05-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
949;4;949;2015-02-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
950;76;950;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
951;4;951;2016-10-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
952;70;952;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
953;75;953;2017-03-15;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
954;44;954;2013-04-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
955;16;955;2017-09-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
956;14;956;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
957;67;957;2016-01-26;2016-05-29;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
958;9;958;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
959;69;959;2017-05-29;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
960;47;960;2017-07-07;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
961;8;961;2016-02-29;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
962;69;962;2017-10-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
963;1;963;2016-03-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
964;4;964;2016-03-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
965;53;965;2014-01-01;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
966;53;966;2014-02-19;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
967;67;967;2017-03-03;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
968;9;968;2014-07-25;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
969;67;969;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
970;4;970;2016-02-19;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
971;4;971;2013-01-01;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
972;2;972;2017-02-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
973;9;973;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
974;12;974;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
975;50;975;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
976;67;976;2017-06-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
977;53;977;2014-02-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
978;75;978;2017-03-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
979;47;979;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
980;16;980;2016-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
981;67;981;2017-10-03;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
982;53;982;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
983;73;983;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
984;2;984;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
985;9;985;2017-05-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
986;47;986;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
987;46;987;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
988;46;988;2015-09-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
989;53;989;2016-02-15;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
990;72;990;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
991;2;991;2014-01-01;2017-04-01;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
992;75;992;2017-01-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
993;53;993;2014-02-16;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
994;16;994;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
995;16;995;2016-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
996;16;996;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
997;72;997;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
998;12;998;2017-05-17;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
999;69;999;2017-10-05;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1000;15;1000;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1001;53;1001;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1002;67;1002;2017-06-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1003;50;1003;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1004;53;1004;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1005;53;1005;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1006;53;1006;2014-02-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1007;8;1007;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1008;14;1008;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1009;9;1009;2014-02-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1010;50;1010;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1011;14;1011;2017-05-15;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1012;16;1012;2017-09-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1013;75;1013;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1014;50;1014;2015-03-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1015;12;1015;2014-04-10;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1016;74;1016;2017-03-08;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1017;70;1017;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1018;47;1018;2016-09-05;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1019;16;1019;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1020;74;1020;2017-09-06;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1021;4;1021;2016-03-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1022;1;1022;2014-10-20;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1023;50;1023;2017-03-31;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1024;69;1024;2017-06-18;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1025;76;1025;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1026;70;1026;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1027;47;1027;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1028;44;1028;2013-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1029;12;1029;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1030;72;1030;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1031;12;1031;2016-04-22;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1032;12;1032;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1033;4;1033;2013-09-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1034;2;1034;2017-10-26;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1035;15;1035;2015-09-23;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1036;73;1036;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1037;15;1037;2012-02-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1038;12;1038;2017-10-10;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1039;53;1039;2016-08-22;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1040;70;1040;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1041;9;1041;2016-09-16;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1042;15;1042;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1043;9;1043;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1044;16;1044;2015-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1045;14;1045;2015-06-19;2017-01-05;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1046;72;1046;2017-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1047;69;1047;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1048;69;1048;2016-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1049;15;1049;2012-10-04;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1050;14;1050;2016-09-19;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1051;14;1051;2017-05-09;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1052;46;1052;2014-01-01;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
1053;63;1053;2016-01-24;NULL;NULL;NULL;1;2017-12-09 22:39:31;2017-12-09 22:39:31
